template_id,template_name,scenario_id,scenario_category,is_mutated,num_resources,num_resource_types,has_storage,has_vm,has_nsg,has_vnet,has_keyvault,has_sql,has_webapp,count_storage,count_vm,count_nsg,count_vnet,any_public_access,all_https_only,any_weak_tls,any_http_allowed,pct_secure_boot,pct_vtpm_enabled,any_no_encryption,any_password_auth,any_open_inbound,any_open_ssh,any_open_rdp,any_ddos_disabled,all_encryption_enabled,any_diagnostics_disabled,any_no_patching,all_auto_patch,pct_managed_identity,any_no_identity,any_versioning_disabled,any_soft_delete_disabled,any_no_availability_set,all_managed_disks,any_unmanaged_disk,any_no_service_endpoints,any_broad_address_space,num_dependencies,avg_resource_degree,max_resource_degree,has_isolated_resources,max_dependency_depth,dependency_density,has_any_misconfiguration,misconfiguration_count,unique_rule_count,security_issue_count,operational_issue_count,reliability_issue_count,has_critical_issue,has_high_issue,max_severity_level,cis_compliance_pct
quickstarts/cosmosdb-0002/azuredeploy,azuredeploy,all_mutations,combined,1,4,4,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0.81,0.92,0,0,0,0,0,0,1,0,0,1,0.77,0,0,0,0,1,0,0,0,3,0.75,3,1,0,0.25,0,0,0,0,0,0,0,0,0,100.0
quickstarts/keyvault-0003/azuredeploy,azuredeploy,baseline,control,0,12,1,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,0.83,10,0,3,0.076,0,0,0,0,0,0,0,0,0,100.0
quickstarts/keyvault-0003/azuredeploy,azuredeploy,security_high,security,1,12,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0.83,10,0,3,0.076,1,2,2,2,0,0,0,0,2,80
quickstarts/keyvault-0003/azuredeploy,azuredeploy,security_medium,security,1,12,1,1,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1,2,0.0,1,4,4,4,0,0,0,1,3,60
quickstarts/keyvault-0003/azuredeploy,azuredeploy,operational_high,operational,1,12,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,6,0.5,6,1,4,0.045,1,2,2,0,2,0,0,0,2,80
quickstarts/keyvault-0003/azuredeploy,azuredeploy,operational_medium,operational,1,12,1,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,4,0.33,4,0,5,0.03,0,0,0,0,0,0,0,0,0,100.0
quickstarts/keyvault-0003/azuredeploy,azuredeploy,reliability_high,reliability,1,12,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0.25,3,0,2,0.023,0,0,0,0,0,0,0,0,0,100.0
quickstarts/keyvault-0003/azuredeploy,azuredeploy,reliability_medium,reliability,1,12,1,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11,0.92,11,1,0,0.083,0,0,0,0,0,0,0,0,0,100.0
quickstarts/keyvault-0003/azuredeploy,azuredeploy,security_all,security,1,12,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0.58,7,0,4,0.053,1,3,3,3,0,0,0,1,3,70
quickstarts/keyvault-0003/azuredeploy,azuredeploy,operational_all,operational,1,12,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0,0,1,1,0.0,1,1,1,0,1,0,0,0,2,90
quickstarts/keyvault-0003/azuredeploy,azuredeploy,reliability_all,reliability,1,12,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,0.67,8,1,1,0.061,0,0,0,0,0,0,0,0,0,100.0
quickstarts/keyvault-0003/azuredeploy,azuredeploy,security_operational,combined,1,12,1,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11,0.92,11,1,3,0.083,1,4,4,1,3,0,0,1,3,60
quickstarts/keyvault-0003/azuredeploy,azuredeploy,security_reliability,combined,1,12,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,0.67,8,1,4,0.061,1,6,6,4,0,2,0,1,3,40
quickstarts/keyvault-0003/azuredeploy,azuredeploy,operational_reliability,combined,1,12,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.08,1,1,3,0.008,1,5,5,0,3,2,0,1,3,50
quickstarts/keyvault-0003/azuredeploy,azuredeploy,all_mutations,combined,1,12,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0.58,7,0,3,0.053,0,0,0,0,0,0,0,0,0,100.0
quickstarts/application-gateway-0004/azuredeploy,azuredeploy,baseline,control,0,10,4,1,1,0,1,1,0,1,2,3,0,1,0,1,0,0,0.97,0.86,0,0,0,0,0,0,1,0,0,1,0.76,0,0,0,0,1,0,0,0,6,0.6,6,0,4,0.067,0,0,0,0,0,0,0,0,0,100.0
quickstarts/application-gateway-0004/azuredeploy,azuredeploy,security_high,security,1,10,4,1,1,0,1,1,0,1,0,3,0,0,0,0,0,1,0.51,0.19,0,0,0,0,0,1,0,1,0,1,0.96,0,0,0,0,1,0,0,0,7,0.7,7,1,4,0.078,1,3,3,3,0,0,0,1,3,70
quickstarts/application-gateway-0004/azuredeploy,azuredeploy,security_medium,security,1,10,4,1,1,0,1,1,0,1,0,3,0,2,0,0,1,1,0.28,0.65,1,0,0,0,0,1,0,0,0,1,0.99,0,0,0,0,1,0,0,0,3,0.3,3,1,2,0.033,1,5,5,5,0,0,0,1,3,50
quickstarts/application-gateway-0004/azuredeploy,azuredeploy,operational_high,operational,1,10,4,1,1,0,1,1,0,1,0,2,0,0,0,1,0,0,0.99,0.96,0,0,0,0,0,0,1,1,1,0,0.1,0,0,1,0,1,0,0,0,2,0.2,2,1,2,0.022,1,3,3,0,3,0,0,1,3,70
quickstarts/application-gateway-0004/azuredeploy,azuredeploy,operational_medium,operational,1,10,4,1,1,0,1,1,0,1,2,2,0,0,0,1,0,0,0.88,0.83,0,0,0,0,0,0,1,1,1,0,0.3,0,1,1,0,1,0,0,0,3,0.3,3,0,3,0.033,1,4,4,0,4,0,0,1,3,60
quickstarts/application-gateway-0004/azuredeploy,azuredeploy,reliability_high,reliability,1,10,4,1,1,0,1,1,0,1,2,1,0,1,0,1,0,0,0.89,0.92,0,0,0,0,0,0,1,1,0,1,0.87,0,0,0,0,1,0,1,0,4,0.4,4,0,0,0.044,1,1,1,0,0,1,0,0,2,90
quickstarts/application-gateway-0004/azuredeploy,azuredeploy,reliability_medium,reliability,1,10,4,1,1,0,1,1,0,1,0,1,0,2,0,1,0,0,0.92,0.99,0,0,0,0,0,0,1,1,0,1,0.98,0,0,0,0,0,1,1,0,7,0.7,7,0,5,0.078,1,2,2,0,0,2,0,0,2,80
quickstarts/application-gateway-0004/azuredeploy,azuredeploy,security_all,security,1,10,4,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0.41,0.49,1,0,0,0,0,1,0,0,0,1,0.77,0,0,0,0,1,0,0,0,0,0.0,0,1,5,0.0,1,6,6,6,0,0,0,1,3,40
quickstarts/application-gateway-0004/azuredeploy,azuredeploy,operational_all,operational,1,10,4,1,1,0,1,1,0,1,0,2,0,0,0,1,0,0,0.82,0.92,0,0,0,0,0,0,1,0,1,0,0.41,0,1,0,0,1,0,0,0,9,0.9,9,0,1,0.1,1,2,2,0,2,0,0,0,2,80
quickstarts/application-gateway-0004/azuredeploy,azuredeploy,reliability_all,reliability,1,10,4,1,1,0,1,1,0,1,0,2,0,2,0,1,0,0,0.83,0.81,0,0,0,0,0,0,1,0,0,1,0.97,0,0,0,1,0,1,1,1,8,0.8,8,0,1,0.089,1,4,4,0,0,4,0,1,3,60
quickstarts/application-gateway-0004/azuredeploy,azuredeploy,security_operational,combined,1,10,4,1,1,0,1,1,0,1,1,0,0,2,0,1,0,0,0.93,0.85,0,0,0,0,0,0,1,0,0,1,0.99,0,0,0,0,1,0,0,0,2,0.2,2,0,2,0.022,1,3,3,3,0,0,0,1,3,70
quickstarts/application-gateway-0004/azuredeploy,azuredeploy,security_reliability,combined,1,10,4,1,1,0,1,1,0,1,2,3,0,1,0,1,0,0,0.93,0.98,0,0,0,0,0,0,1,0,0,1,0.99,0,0,0,0,1,0,0,0,2,0.2,2,1,4,0.022,1,4,4,4,0,0,0,1,3,60
quickstarts/application-gateway-0004/azuredeploy,azuredeploy,operational_reliability,combined,1,10,4,1,1,0,1,1,0,1,1,2,0,2,0,1,0,0,0.91,0.92,0,0,0,0,0,0,1,1,0,1,0.89,0,0,0,0,1,0,0,0,1,0.1,1,1,1,0.011,1,2,2,0,1,1,0,0,2,80
quickstarts/application-gateway-0004/azuredeploy,azuredeploy,all_mutations,combined,1,10,4,1,1,0,1,1,0,1,1,0,0,2,0,1,0,0,0.92,0.95,0,0,0,0,0,0,1,0,0,1,0.84,0,0,0,0,1,0,0,0,5,0.5,5,1,2,0.056,0,0,0,0,0,0,0,0,0,100.0
quickstarts/storage-blob-0005/azuredeploy,azuredeploy,baseline,control,0,5,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.82,0.88,0,0,0,0,0,0,1,0,0,1,0.94,0,0,0,0,1,0,0,0,1,0.2,1,1,4,0.05,0,0,0,0,0,0,0,0,0,100.0
quickstarts/storage-blob-0005/azuredeploy,azuredeploy,security_high,security,1,5,5,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0.05,0.16,1,1,1,0,1,0,0,1,0,1,0.87,0,0,0,0,1,0,0,0,4,0.8,4,1,1,0.2,1,6,6,6,0,0,0,1,3,40
quickstarts/storage-blob-0005/azuredeploy,azuredeploy,security_medium,security,1,5,5,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.42,0.58,1,1,1,0,0,0,0,1,0,1,0.84,0,0,0,0,1,0,0,0,1,0.2,1,0,0,0.05,1,4,4,4,0,0,0,1,3,60
quickstarts/storage-blob-0005/azuredeploy,azuredeploy,operational_high,operational,1,5,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.97,0.95,0,0,0,0,0,0,1,1,0,1,0.19,1,0,0,0,1,0,0,0,4,0.8,4,1,3,0.2,1,2,2,0,2,0,0,0,2,80
quickstarts/storage-blob-0005/azuredeploy,azuredeploy,operational_medium,operational,1,5,5,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0.99,0.88,0,0,0,0,0,0,1,0,1,0,0.03,0,0,0,0,1,0,0,0,0,0.0,0,1,2,0.0,1,1,1,0,1,0,0,0,2,90
quickstarts/storage-blob-0005/azuredeploy,azuredeploy,reliability_high,reliability,1,5,5,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0.9,0.85,0,0,0,0,0,0,1,1,0,1,0.83,0,0,0,0,1,0,0,0,1,0.2,1,0,3,0.05,0,0,0,0,0,0,0,0,0,100.0
quickstarts/storage-blob-0005/azuredeploy,azuredeploy,reliability_medium,reliability,1,5,5,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0.83,0.89,0,0,0,0,0,0,1,0,0,1,0.84,0,0,0,1,0,1,0,0,1,0.2,1,1,2,0.05,1,2,2,0,0,2,0,0,2,80
quickstarts/storage-blob-0005/azuredeploy,azuredeploy,security_all,security,1,5,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.4,0.65,0,1,1,1,0,0,0,1,0,1,0.93,0,0,0,0,1,0,0,0,1,0.2,1,0,2,0.05,1,4,4,4,0,0,0,1,3,60
quickstarts/storage-blob-0005/azuredeploy,azuredeploy,operational_all,operational,1,5,5,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0.85,1.0,0,0,0,0,0,0,1,1,0,1,0.48,0,0,0,0,1,0,0,0,4,0.8,4,1,4,0.2,1,1,1,0,1,0,0,0,2,90
quickstarts/storage-blob-0005/azuredeploy,azuredeploy,reliability_all,reliability,1,5,5,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0.81,0.86,0,0,0,0,0,0,1,0,0,1,0.71,0,0,0,0,1,0,0,0,2,0.4,2,0,4,0.1,0,0,0,0,0,0,0,0,0,100.0
quickstarts/storage-blob-0005/azuredeploy,azuredeploy,security_operational,combined,1,5,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.84,0.97,0,0,0,0,0,0,1,0,0,1,0.77,0,0,0,0,1,0,0,0,4,0.8,4,1,4,0.2,1,7,7,5,2,0,0,1,3,30
quickstarts/storage-blob-0005/azuredeploy,azuredeploy,security_reliability,combined,1,5,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.9,0.97,0,0,0,0,0,0,1,0,0,1,0.96,0,0,0,0,1,0,0,0,3,0.6,3,0,0,0.15,1,5,5,4,0,1,0,1,3,50
quickstarts/storage-blob-0005/azuredeploy,azuredeploy,operational_reliability,combined,1,5,5,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0.8,0.89,0,0,0,0,0,0,1,1,0,1,0.97,0,0,0,0,1,0,0,0,1,0.2,1,1,4,0.05,1,5,5,0,3,2,0,1,3,50
quickstarts/storage-blob-0005/azuredeploy,azuredeploy,all_mutations,combined,1,5,5,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.83,0.97,0,0,0,0,0,0,1,0,0,1,0.79,0,0,0,0,1,0,0,0,4,0.8,4,0,3,0.2,0,0,0,0,0,0,0,0,0,100.0
quickstarts/storage-account-0006/azuredeploy,azuredeploy,baseline,control,0,3,3,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,3,0.0,0,0,0,0,0,0,0,0,0,100.0
quickstarts/storage-account-0006/azuredeploy,azuredeploy,security_high,security,1,3,3,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.67,2,0,0,0.333,1,4,4,4,0,0,0,1,3,60
quickstarts/storage-account-0006/azuredeploy,azuredeploy,security_medium,security,1,3,3,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.67,2,0,0,0.333,1,4,4,4,0,0,0,1,3,60
quickstarts/storage-account-0006/azuredeploy,azuredeploy,operational_high,operational,1,3,3,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,100.0
quickstarts/storage-account-0006/azuredeploy,azuredeploy,operational_medium,operational,1,3,3,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.0,0,1,2,0.0,1,1,1,0,1,0,0,0,2,90
quickstarts/storage-account-0006/azuredeploy,azuredeploy,reliability_high,reliability,1,3,3,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,100.0
quickstarts/storage-account-0006/azuredeploy,azuredeploy,reliability_medium,reliability,1,3,3,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.33,1,0,1,0.167,0,0,0,0,0,0,0,0,0,100.0
quickstarts/storage-account-0006/azuredeploy,azuredeploy,security_all,security,1,3,3,1,0,0,0,0,1,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.67,2,1,3,0.333,1,5,5,5,0,0,0,1,3,50
quickstarts/storage-account-0006/azuredeploy,azuredeploy,operational_all,operational,1,3,3,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0,0,1,2,0.0,1,1,1,0,1,0,0,0,2,90
quickstarts/storage-account-0006/azuredeploy,azuredeploy,reliability_all,reliability,1,3,3,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,100.0
quickstarts/storage-account-0006/azuredeploy,azuredeploy,security_operational,combined,1,3,3,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0.67,2,0,3,0.333,1,7,7,5,2,0,0,1,3,30
quickstarts/storage-account-0006/azuredeploy,azuredeploy,security_reliability,combined,1,3,3,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0.0,1,1,1,1,0,0,0,0,2,90
quickstarts/storage-account-0006/azuredeploy,azuredeploy,operational_reliability,combined,1,3,3,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,3,0.0,1,3,3,0,1,2,0,1,3,70
quickstarts/storage-account-0006/azuredeploy,azuredeploy,all_mutations,combined,1,3,3,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,100.0
